aluno_id,ano_letivo,escola,serie,turno,idade,sexo,renda_familiar,escolaridade_pais,acesso_internet,frequencia_pct,nota_matematica,nota_portugues,nota_media_geral
ALU-12627,2023,Escola Delta,3º Médio,Tarde,18,M,Até 1 SM,Médio Completo,0,97.7,74.2,59.5,66.8
ALU-12628,2023,Escola Delta,3º Médio,Tarde,17,F,5+ SM,Superior Completo,1,98.4,61.2,64.5,62.8
ALU-12629,2023,Escola Delta,3º Médio,Tarde,17,F,2-3 SM,Superior Completo,1,79.8,63.6,88.5,76.1
ALU-12630,2023,Escola Delta,3º Médio,Tarde,17,F,5+ SM,Fundamental Incompleto,1,87.6,61.3,72.9,67.1
ALU-12631,2023,Escola Delta,3º Médio,Tarde,18,M,1-2 SM,Fundamental Completo,1,86.6,29.6,52.5,41.1
ALU-12632,2023,Escola Epsilon,6º Ano,Manhã,18,M,Até 1 SM,Superior Completo,1,78.7,96.4,95.0,95.7
ALU-12633,2023,Escola Epsilon,6º Ano,Manhã,18,M,1-2 SM,Superior Completo,1,91.9,89.9,73.0,81.5
ALU-12634,2023,Escola Epsilon,6º Ano,Manhã,18,M,2-3 SM,Médio Completo,1,78.2,100.0,81.2,90.6
ALU-12635,2023,Escola Epsilon,6º Ano,Manhã,16,F,3-5 SM,Fundamental Completo,1,72.3,78.2,80.2,79.2
ALU-12636,2023,Escola Epsilon,6º Ano,Manhã,18,F,Até 1 SM,Fundamental Completo,0,94.5,77.8,79.7,78.7
ALU-12637,2023,Escola Epsilon,6º Ano,Manhã,17,M,2-3 SM,Superior Completo,0,94.1,76.6,84.9,80.7
ALU-12638,2023,Escola Epsilon,6º Ano,Manhã,17,F,3-5 SM,Médio Completo,1,90.4,95.0,96.5,95.8
ALU-12639,2023,Escola Epsilon,6º Ano,Manhã,18,F,1-2 SM,Médio Completo,1,96.2,99.6,85.1,92.4
ALU-12640,2023,Escola Epsilon,6º Ano,Manhã,18,M,2-3 SM,Pós-graduação,1,76.4,99.7,97.2,98.5
ALU-12641,2023,Escola Epsilon,6º Ano,Manhã,18,F,Até 1 SM,Fundamental Completo,1,96.4,79.3,80.3,79.8
ALU-12642,2023,Escola Epsilon,6º Ano,Manhã,18,M,1-2 SM,Pós-graduação,1,85.8,98.9,73.9,86.4
ALU-12643,2023,Escola Epsilon,6º Ano,Manhã,17,F,3-5 SM,Fundamental Completo,0,94.0,100.0,97.7,98.9
ALU-12644,2023,Escola Epsilon,6º Ano,Manhã,18,M,Até 1 SM,Médio Completo,1,76.1,100.0,88.9,94.5
ALU-12645,2023,Escola Epsilon,6º Ano,Manhã,17,M,Até 1 SM,Médio Completo,1,77.9,95.0,100.0,97.5
ALU-12646,2023,Escola Epsilon,6º Ano,Manhã,17,F,3-5 SM,Fundamental Incompleto,0,97.5,86.3,89.9,88.1
ALU-12647,2023,Escola Epsilon,6º Ano,Manhã,18,M,Até 1 SM,Pós-graduação,1,94.1,71.8,81.0,76.4
ALU-12648,2023,Escola Epsilon,6º Ano,Manhã,16,F,3-5 SM,Médio Completo,1,79.7,68.4,100.0,84.2
ALU-12649,2023,Escola Epsilon,6º Ano,Manhã,16,F,3-5 SM,Médio Completo,1,95.6,91.5,100.0,95.8
ALU-12650,2023,Escola Epsilon,6º Ano,Manhã,16,F,3-5 SM,Fundamental Completo,1,79.5,86.4,98.6,92.5
ALU-12651,2023,Escola Epsilon,6º Ano,Manhã,18,M,3-5 SM,Fundamental Incompleto,1,87.1,100.0,91.9,95.9
ALU-12652,2023,Escola Epsilon,6º Ano,Manhã,17,M,2-3 SM,Fundamental Incompleto,1,61.6,65.0,71.9,68.4
ALU-12653,2023,Escola Epsilon,6º Ano,Manhã,17,F,1-2 SM,Fundamental Incompleto,1,87.1,89.5,91.3,90.4
ALU-12654,2023,Escola Epsilon,6º Ano,Manhã,17,F,2-3 SM,Superior Completo,1,71.0,78.8,71.2,75.0
ALU-12655,2023,Escola Epsilon,6º Ano,Manhã,17,M,2-3 SM,Médio Completo,0,86.8,65.0,79.2,72.1
ALU-12656,2023,Escola Epsilon,6º Ano,Manhã,18,M,5+ SM,Superior Completo,1,77.2,100.0,90.8,95.4
ALU-12657,2023,Escola Epsilon,6º Ano,Manhã,16,M,2-3 SM,Fundamental Completo,1,80.3,76.6,98.5,87.6
ALU-12658,2023,Escola Epsilon,6º Ano,Manhã,17,M,1-2 SM,Fundamental Incompleto,1,90.5,95.5,89.3,92.4
ALU-12659,2023,Escola Epsilon,6º Ano,Manhã,18,F,Até 1 SM,Médio Completo,1,80.8,65.0,73.2,69.1
ALU-12660,2023,Escola Epsilon,6º Ano,Manhã,17,M,3-5 SM,Médio Completo,0,100.0,74.9,83.4,79.2
ALU-12661,2023,Escola Epsilon,6º Ano,Tarde,16,F,3-5 SM,Fundamental Incompleto,1,83.7,100.0,98.2,99.1
ALU-12662,2023,Escola Epsilon,6º Ano,Tarde,17,F,Até 1 SM,Médio Completo,1,84.8,85.9,86.2,86.1
ALU-12663,2023,Escola Epsilon,6º Ano,Tarde,16,M,1-2 SM,Pós-graduação,1,89.5,96.4,97.2,96.8
ALU-12664,2023,Escola Epsilon,6º Ano,Tarde,18,M,1-2 SM,Médio Completo,1,84.5,87.2,77.2,82.2
ALU-12665,2023,Escola Epsilon,6º Ano,Tarde,17,F,2-3 SM,Pós-graduação,1,95.2,98.6,100.0,99.3
ALU-12666,2023,Escola Epsilon,6º Ano,Tarde,17,M,Até 1 SM,Pós-graduação,1,82.5,93.5,76.0,84.8
ALU-12667,2023,Escola Epsilon,6º Ano,Tarde,18,M,1-2 SM,Superior Completo,1,85.5,98.6,99.8,99.2
ALU-12668,2023,Escola Epsilon,6º Ano,Tarde,16,F,2-3 SM,Superior Completo,0,68.7,79.1,65.0,72.0
ALU-12669,2023,Escola Epsilon,6º Ano,Tarde,17,F,Até 1 SM,Fundamental Incompleto,1,87.3,89.4,100.0,94.7
ALU-12670,2023,Escola Epsilon,6º Ano,Tarde,16,M,2-3 SM,Médio Completo,1,94.7,66.9,78.0,72.4
ALU-12671,2023,Escola Epsilon,6º Ano,Tarde,17,F,2-3 SM,Médio Completo,1,74.5,69.8,76.3,73.1
ALU-12672,2023,Escola Epsilon,6º Ano,Tarde,17,M,,Médio Completo,1,86.3,98.1,82.3,90.2
ALU-12673,2023,Escola Epsilon,6º Ano,Tarde,18,F,2-3 SM,Médio Completo,1,71.8,68.7,65.0,66.9
ALU-12674,2023,Escola Epsilon,6º Ano,Tarde,16,F,3-5 SM,Superior Completo,0,85.2,65.0,100.0,82.5
ALU-12675,2023,Escola Epsilon,6º Ano,Tarde,18,F,2-3 SM,Fundamental Incompleto,1,83.1,65.0,86.4,75.7
ALU-12676,2023,Escola Epsilon,6º Ano,Tarde,16,M,5+ SM,Superior Completo,1,93.5,88.9,98.4,93.7
ALU-12677,2023,Escola Epsilon,6º Ano,Tarde,16,F,1-2 SM,Médio Completo,1,83.7,100.0,97.1,98.6
ALU-12678,2023,Escola Epsilon,6º Ano,Tarde,16,M,3-5 SM,Médio Completo,0,67.2,77.5,81.3,79.4
ALU-12679,2023,Escola Epsilon,6º Ano,Tarde,16,F,3-5 SM,Médio Completo,0,90.6,100.0,82.6,91.3
ALU-12680,2023,Escola Epsilon,6º Ano,Tarde,17,F,,Fundamental Incompleto,1,78.5,77.7,77.5,77.6
ALU-12681,2023,Escola Epsilon,6º Ano,Tarde,16,F,2-3 SM,Superior Completo,1,79.4,74.3,90.9,82.6
ALU-12682,2023,Escola Epsilon,6º Ano,Tarde,16,M,1-2 SM,Fundamental Incompleto,0,87.3,84.5,70.7,77.6
ALU-12683,2023,Escola Epsilon,6º Ano,Tarde,16,F,2-3 SM,Médio Completo,1,94.8,77.8,91.5,84.7
ALU-12684,2023,Escola Epsilon,6º Ano,Tarde,17,F,1-2 SM,Pós-graduação,1,98.2,78.8,86.5,82.6
ALU-12685,2023,Escola Epsilon,6º Ano,Tarde,17,F,5+ SM,Pós-graduação,1,74.5,78.5,73.5,76.0
ALU-12686,2023,Escola Epsilon,6º Ano,Tarde,18,F,2-3 SM,Fundamental Completo,1,96.1,80.1,95.9,88.0
ALU-12687,2023,Escola Epsilon,6º Ano,Tarde,18,F,2-3 SM,Fundamental Incompleto,0,77.6,88.3,100.0,94.1
ALU-12688,2023,Escola Epsilon,6º Ano,Tarde,16,F,Até 1 SM,Médio Completo,1,82.9,68.4,81.6,75.0
ALU-12689,2023,Escola Epsilon,7º Ano,Manhã,18,M,2-3 SM,Superior Completo,1,67.1,65.0,75.8,70.4
ALU-12690,2023,Escola Epsilon,7º Ano,Manhã,18,M,Até 1 SM,Superior Completo,1,72.2,69.1,70.2,69.6
ALU-12691,2023,Escola Epsilon,7º Ano,Manhã,18,M,3-5 SM,Fundamental Incompleto,1,82.1,76.9,95.7,86.3
ALU-12692,2023,Escola Epsilon,7º Ano,Manhã,17,F,2-3 SM,Médio Completo,0,75.6,72.6,95.8,84.2
ALU-12693,2023,Escola Epsilon,7º Ano,Manhã,19,F,Até 1 SM,Fundamental Incompleto,0,100.0,87.8,81.1,84.5
ALU-12694,2023,Escola Epsilon,7º Ano,Manhã,18,F,Até 1 SM,Fundamental Completo,1,93.5,85.1,84.9,85.0
ALU-12695,2023,Escola Epsilon,7º Ano,Manhã,18,F,1-2 SM,Pós-graduação,1,82.5,86.2,96.0,91.1
ALU-12696,2023,Escola Epsilon,7º Ano,Manhã,17,M,Até 1 SM,Médio Completo,0,83.1,65.0,93.0,79.0
ALU-12697,2023,Escola Epsilon,7º Ano,Manhã,19,F,Até 1 SM,Superior Completo,1,96.2,76.9,98.7,87.8
ALU-12698,2023,Escola Epsilon,7º Ano,Manhã,17,F,3-5 SM,Médio Completo,1,71.8,66.6,85.0,75.8
ALU-12699,2023,Escola Epsilon,7º Ano,Manhã,17,M,1-2 SM,Médio Completo,1,88.1,100.0,73.9,86.9
ALU-12700,2023,Escola Epsilon,7º Ano,Manhã,19,F,1-2 SM,Médio Completo,1,88.5,76.3,79.2,77.8
ALU-12701,2023,Escola Epsilon,7º Ano,Manhã,18,M,1-2 SM,Fundamental Completo,1,86.0,86.7,84.2,85.4
ALU-12702,2023,Escola Epsilon,7º Ano,Manhã,17,F,1-2 SM,Superior Completo,1,84.4,90.5,88.1,89.3
ALU-12703,2023,Escola Epsilon,7º Ano,Manhã,18,M,1-2 SM,Fundamental Incompleto,0,86.6,65.0,92.5,78.8
ALU-12704,2023,Escola Epsilon,7º Ano,Manhã,18,F,1-2 SM,Fundamental Completo,1,87.4,91.8,90.8,91.3
ALU-12705,2023,Escola Epsilon,7º Ano,Manhã,19,M,2-3 SM,Médio Completo,0,88.7,96.6,78.7,87.6
ALU-12706,2023,Escola Epsilon,7º Ano,Manhã,19,F,1-2 SM,Médio Completo,1,87.4,76.7,84.9,80.8
ALU-12707,2023,Escola Epsilon,7º Ano,Manhã,17,M,1-2 SM,Superior Completo,1,98.1,76.4,98.8,87.6
ALU-12708,2023,Escola Epsilon,7º Ano,Manhã,18,M,3-5 SM,Fundamental Completo,1,80.6,77.8,93.4,85.6
ALU-12709,2023,Escola Epsilon,7º Ano,Manhã,18,M,3-5 SM,Fundamental Incompleto,0,80.9,98.9,90.1,94.5
ALU-12710,2023,Escola Epsilon,7º Ano,Manhã,18,M,1-2 SM,Médio Completo,1,73.7,72.2,65.0,68.6
ALU-12711,2023,Escola Epsilon,7º Ano,Manhã,17,M,2-3 SM,Superior Completo,1,96.5,93.1,76.2,84.6
ALU-12712,2023,Escola Epsilon,7º Ano,Manhã,18,M,1-2 SM,Médio Completo,1,92.0,76.9,78.2,77.5
ALU-12713,2023,Escola Epsilon,7º Ano,Manhã,18,F,2-3 SM,Superior Completo,0,87.5,89.3,79.6,84.4
ALU-12714,2023,Escola Epsilon,7º Ano,Manhã,18,F,Até 1 SM,Fundamental Completo,0,76.8,73.1,81.7,77.4
ALU-12715,2023,Escola Epsilon,7º Ano,Manhã,18,M,3-5 SM,Superior Completo,1,85.9,100.0,91.3,95.7
ALU-12716,2023,Escola Epsilon,7º Ano,Manhã,19,F,1-2 SM,Superior Completo,1,100.0,96.9,94.9,95.9
ALU-12717,2023,Escola Epsilon,7º Ano,Tarde,18,M,Até 1 SM,Superior Completo,0,100.0,88.2,100.0,94.1
ALU-12718,2023,Escola Epsilon,7º Ano,Tarde,18,F,5+ SM,Pós-graduação,1,97.6,95.0,100.0,97.5
ALU-12719,2023,Escola Epsilon,7º Ano,Tarde,19,M,2-3 SM,Médio Completo,1,76.1,82.2,81.1,81.6
ALU-12720,2023,Escola Epsilon,7º Ano,Tarde,19,F,1-2 SM,Fundamental Completo,0,78.4,69.6,65.0,67.3
ALU-12721,2023,Escola Epsilon,7º Ano,Tarde,19,M,1-2 SM,Fundamental Incompleto,1,90.1,95.8,68.3,82.0
ALU-12722,2023,Escola Epsilon,7º Ano,Tarde,19,M,Até 1 SM,Fundamental Incompleto,0,77.8,70.0,75.0,72.5
ALU-12723,2023,Escola Epsilon,7º Ano,Tarde,17,M,2-3 SM,Superior Completo,1,81.4,67.2,72.4,69.8
ALU-12724,2023,Escola Epsilon,7º Ano,Tarde,18,M,Até 1 SM,,0,76.2,71.9,96.0,83.9
ALU-12725,2023,Escola Epsilon,7º Ano,Tarde,19,M,3-5 SM,Fundamental Incompleto,0,87.5,96.7,73.7,85.2
ALU-12726,2023,Escola Epsilon,7º Ano,Tarde,18,F,3-5 SM,Fundamental Completo,0,81.2,100.0,90.6,95.3
ALU-12727,2023,Escola Epsilon,7º Ano,Tarde,17,M,2-3 SM,Superior Completo,1,100.0,76.8,86.0,81.4
ALU-12728,2023,Escola Epsilon,7º Ano,Tarde,17,F,2-3 SM,Fundamental Completo,1,97.3,82.7,100.0,91.3
ALU-12729,2023,Escola Epsilon,7º Ano,Tarde,18,M,1-2 SM,Médio Completo,1,72.5,81.1,65.7,73.4
ALU-12730,2023,Escola Epsilon,7º Ano,Tarde,19,F,Até 1 SM,Médio Completo,1,87.0,84.6,80.8,82.7
ALU-12731,2023,Escola Epsilon,7º Ano,Tarde,17,M,5+ SM,Superior Completo,0,74.1,65.0,79.8,72.4
ALU-12732,2023,Escola Epsilon,7º Ano,Tarde,19,F,Até 1 SM,Pós-graduação,1,79.7,67.8,97.0,82.4
ALU-12733,2023,Escola Epsilon,7º Ano,Tarde,19,M,2-3 SM,Fundamental Completo,1,83.7,96.1,88.4,92.3
ALU-12734,2023,Escola Epsilon,7º Ano,Tarde,17,M,1-2 SM,Superior Completo,1,82.8,71.9,90.3,81.1
ALU-12735,2023,Escola Epsilon,7º Ano,Tarde,19,M,1-2 SM,Médio Completo,1,87.2,74.8,97.3,86.0
ALU-12736,2023,Escola Epsilon,7º Ano,Tarde,17,F,1-2 SM,Médio Completo,1,87.4,86.1,81.3,83.7
ALU-12737,2023,Escola Epsilon,7º Ano,Tarde,18,M,1-2 SM,Médio Completo,1,87.6,81.2,90.8,86.0
ALU-12738,2023,Escola Epsilon,7º Ano,Tarde,19,M,,Fundamental Completo,1,71.8,65.0,77.4,71.2
ALU-12739,2023,Escola Epsilon,7º Ano,Tarde,19,M,,Pós-graduação,1,88.1,86.9,99.8,93.3
ALU-12740,2023,Escola Epsilon,7º Ano,Tarde,18,F,Até 1 SM,Superior Completo,1,89.1,95.4,98.8,97.1
ALU-12741,2023,Escola Epsilon,7º Ano,Tarde,19,F,2-3 SM,Médio Completo,1,100.0,86.1,89.2,87.7
ALU-12742,2023,Escola Epsilon,7º Ano,Tarde,17,M,1-2 SM,Médio Completo,1,94.8,65.0,88.5,76.7
ALU-12743,2023,Escola Epsilon,8º Ano,Manhã,19,M,1-2 SM,Médio Completo,1,75.0,65.3,65.0,65.1
ALU-12744,2023,Escola Epsilon,8º Ano,Manhã,20,M,1-2 SM,Médio Completo,1,86.4,73.5,80.4,76.9
ALU-12745,2023,Escola Epsilon,8º Ano,Manhã,18,F,Até 1 SM,Médio Completo,1,88.4,99.8,95.4,97.6
ALU-12746,2023,Escola Epsilon,8º Ano,Manhã,18,M,1-2 SM,Fundamental Completo,0,89.5,65.0,81.5,73.3
ALU-12747,2023,Escola Epsilon,8º Ano,Manhã,19,F,3-5 SM,Fundamental Incompleto,1,84.2,99.2,100.0,99.6
ALU-12748,2023,Escola Epsilon,8º Ano,Manhã,20,F,5+ SM,Pós-graduação,1,77.9,75.9,98.3,87.1
ALU-12749,2023,Escola Epsilon,8º Ano,Manhã,20,F,1-2 SM,Médio Completo,1,87.9,98.8,74.5,86.6
ALU-12750,2023,Escola Epsilon,8º Ano,Manhã,20,F,2-3 SM,Médio Completo,1,87.8,84.3,82.4,83.4
ALU-12751,2023,Escola Epsilon,8º Ano,Manhã,19,M,3-5 SM,Médio Completo,1,80.3,100.0,87.2,93.6
ALU-12752,2023,Escola Epsilon,8º Ano,Manhã,18,M,Até 1 SM,Médio Completo,1,96.3,65.0,87.3,76.2
ALU-12753,2023,Escola Epsilon,8º Ano,Manhã,18,M,1-2 SM,Médio Completo,0,76.6,73.1,71.0,72.1
ALU-12754,2023,Escola Epsilon,8º Ano,Manhã,18,F,3-5 SM,Superior Completo,1,93.6,76.7,100.0,88.3
ALU-12755,2023,Escola Epsilon,8º Ano,Manhã,20,M,2-3 SM,Médio Completo,0,85.8,76.3,95.9,86.1
ALU-12756,2023,Escola Epsilon,8º Ano,Manhã,18,F,3-5 SM,Fundamental Completo,1,73.8,93.1,65.0,79.1
ALU-12757,2023,Escola Epsilon,8º Ano,Manhã,19,F,5+ SM,Médio Completo,1,78.8,100.0,75.2,87.6
ALU-12758,2023,Escola Epsilon,8º Ano,Manhã,18,F,1-2 SM,Fundamental Completo,1,97.2,99.5,78.4,88.9
ALU-12759,2023,Escola Epsilon,8º Ano,Manhã,20,F,1-2 SM,Superior Completo,1,87.5,99.2,96.6,97.9
ALU-12760,2023,Escola Epsilon,8º Ano,Manhã,20,F,Até 1 SM,Médio Completo,0,88.3,87.9,85.5,86.7
ALU-12761,2023,Escola Epsilon,8º Ano,Manhã,19,M,Até 1 SM,Fundamental Incompleto,0,78.1,72.2,96.5,84.3
ALU-12762,2023,Escola Epsilon,8º Ano,Manhã,20,F,2-3 SM,Médio Completo,1,99.9,97.9,78.7,88.3
ALU-12763,2023,Escola Epsilon,8º Ano,Manhã,18,F,2-3 SM,Superior Completo,1,73.6,68.3,80.1,74.2
ALU-12764,2023,Escola Epsilon,8º Ano,Manhã,19,M,3-5 SM,,1,83.5,89.7,98.8,94.3
ALU-12765,2023,Escola Epsilon,8º Ano,Manhã,18,M,,Médio Completo,1,82.8,93.0,100.0,96.5
ALU-12766,2023,Escola Epsilon,8º Ano,Manhã,20,M,1-2 SM,Superior Completo,1,79.2,100.0,100.0,100.0
ALU-12767,2023,Escola Epsilon,8º Ano,Manhã,18,F,2-3 SM,Médio Completo,1,88.9,68.9,97.7,83.3
ALU-12768,2023,Escola Epsilon,8º Ano,Manhã,19,M,1-2 SM,Superior Completo,1,83.8,79.8,85.5,82.6
ALU-12769,2023,Escola Epsilon,8º Ano,Manhã,19,F,1-2 SM,Médio Completo,0,98.9,100.0,73.1,86.6
ALU-12770,2023,Escola Epsilon,8º Ano,Manhã,18,M,1-2 SM,Pós-graduação,1,65.6,65.6,81.8,73.7
ALU-12771,2023,Escola Epsilon,8º Ano,Manhã,18,F,,Superior Completo,1,92.4,92.4,94.9,93.7
ALU-12772,2023,Escola Epsilon,8º Ano,Manhã,19,M,Até 1 SM,Médio Completo,1,90.6,71.6,79.9,75.7
ALU-12773,2023,Escola Epsilon,8º Ano,Manhã,19,F,5+ SM,Pós-graduação,0,79.5,91.9,83.3,87.6
ALU-12774,2023,Escola Epsilon,8º Ano,Manhã,20,F,2-3 SM,Fundamental Incompleto,0,98.6,80.3,88.9,84.6
ALU-12775,2023,Escola Epsilon,8º Ano,Manhã,19,F,1-2 SM,Fundamental Completo,1,77.9,84.4,96.7,90.6
ALU-12776,2023,Escola Epsilon,8º Ano,Manhã,18,F,1-2 SM,Fundamental Completo,1,77.4,78.6,99.0,88.8
ALU-12777,2023,Escola Epsilon,8º Ano,Manhã,18,F,1-2 SM,Superior Completo,0,97.0,80.7,77.8,79.2
ALU-12778,2023,Escola Epsilon,8º Ano,Tarde,19,M,3-5 SM,Médio Completo,1,80.6,100.0,100.0,100.0
ALU-12779,2023,Escola Epsilon,8º Ano,Tarde,18,F,Até 1 SM,Fundamental Incompleto,1,88.5,89.1,100.0,94.5
ALU-12780,2023,Escola Epsilon,8º Ano,Tarde,19,M,1-2 SM,Superior Completo,1,63.1,89.8,72.9,81.3
ALU-12781,2023,Escola Epsilon,8º Ano,Tarde,19,F,2-3 SM,Fundamental Completo,1,94.0,95.4,98.4,96.9
ALU-12782,2023,Escola Epsilon,8º Ano,Tarde,19,M,2-3 SM,Médio Completo,1,70.0,70.7,69.0,69.9
ALU-12783,2023,Escola Epsilon,8º Ano,Tarde,20,F,1-2 SM,Médio Completo,0,82.9,81.7,77.2,79.5
ALU-12784,2023,Escola Epsilon,8º Ano,Tarde,20,M,,Médio Completo,1,82.9,81.1,90.0,85.6
ALU-12785,2023,Escola Epsilon,8º Ano,Tarde,20,F,1-2 SM,Médio Completo,1,65.5,76.1,74.2,75.2
ALU-12786,2023,Escola Epsilon,8º Ano,Tarde,20,M,1-2 SM,Fundamental Completo,1,76.2,86.3,69.0,77.6
ALU-12787,2023,Escola Epsilon,8º Ano,Tarde,19,F,2-3 SM,Médio Completo,1,100.0,91.0,95.0,93.0
ALU-12788,2023,Escola Epsilon,8º Ano,Tarde,19,M,3-5 SM,Pós-graduação,1,81.5,90.5,97.6,94.1
ALU-12789,2023,Escola Epsilon,8º Ano,Tarde,20,F,2-3 SM,Fundamental Completo,0,76.4,87.5,76.2,81.9
ALU-12790,2023,Escola Epsilon,8º Ano,Tarde,19,F,Até 1 SM,Fundamental Completo,1,100.0,69.2,90.4,79.8
ALU-12791,2023,Escola Epsilon,8º Ano,Tarde,20,M,,Fundamental Incompleto,1,90.6,85.3,96.6,91.0
ALU-12792,2023,Escola Epsilon,8º Ano,Tarde,18,F,2-3 SM,Médio Completo,1,83.4,98.1,95.7,96.9
ALU-12793,2023,Escola Epsilon,8º Ano,Tarde,20,F,,Médio Completo,1,74.8,82.1,65.0,73.5
ALU-12794,2023,Escola Epsilon,8º Ano,Tarde,19,M,2-3 SM,Médio Completo,1,81.9,90.0,92.6,91.3
ALU-12795,2023,Escola Epsilon,8º Ano,Tarde,19,F,3-5 SM,Superior Completo,1,100.0,88.9,99.6,94.3
ALU-12796,2023,Escola Epsilon,8º Ano,Tarde,20,M,1-2 SM,Fundamental Incompleto,1,87.5,93.6,92.6,93.1
ALU-12797,2023,Escola Epsilon,8º Ano,Tarde,19,F,3-5 SM,Fundamental Incompleto,0,79.3,94.8,72.6,83.7
ALU-12798,2023,Escola Epsilon,8º Ano,Tarde,18,F,Até 1 SM,Pós-graduação,1,78.0,92.4,94.4,93.4
ALU-12799,2023,Escola Epsilon,8º Ano,Tarde,19,F,1-2 SM,Superior Completo,1,92.9,92.9,83.3,88.1
ALU-12800,2023,Escola Epsilon,8º Ano,Tarde,20,M,3-5 SM,Médio Completo,1,87.8,91.4,95.1,93.3
ALU-12801,2023,Escola Epsilon,8º Ano,Tarde,20,F,1-2 SM,Médio Completo,1,77.0,81.5,74.3,77.9
ALU-12802,2023,Escola Epsilon,8º Ano,Tarde,18,M,Até 1 SM,Médio Completo,0,89.2,65.0,67.4,66.2
ALU-12803,2023,Escola Epsilon,8º Ano,Tarde,20,M,1-2 SM,Fundamental Incompleto,1,79.0,76.4,100.0,88.2
ALU-12804,2023,Escola Epsilon,8º Ano,Tarde,20,F,1-2 SM,Médio Completo,1,95.6,66.3,88.9,77.6
ALU-12805,2023,Escola Epsilon,8º Ano,Tarde,18,M,2-3 SM,Fundamental Completo,0,90.5,68.9,65.0,66.9
ALU-12806,2023,Escola Epsilon,8º Ano,Tarde,18,F,Até 1 SM,Fundamental Incompleto,1,66.6,65.0,65.0,65.0
ALU-12807,2023,Escola Epsilon,8º Ano,Tarde,19,M,Até 1 SM,Fundamental Incompleto,1,72.9,65.0,75.6,70.3
ALU-12808,2023,Escola Epsilon,8º Ano,Tarde,20,M,1-2 SM,,1,100.0,85.0,68.7,76.9
ALU-12809,2023,Escola Epsilon,8º Ano,Tarde,19,F,1-2 SM,Médio Completo,1,72.2,65.0,65.0,65.0
ALU-12810,2023,Escola Epsilon,8º Ano,Tarde,18,F,Até 1 SM,Médio Completo,1,79.7,94.7,96.3,95.5
ALU-12811,2023,Escola Epsilon,8º Ano,Tarde,20,M,2-3 SM,Fundamental Completo,0,93.0,92.1,78.1,85.1
ALU-12812,2023,Escola Epsilon,8º Ano,Tarde,19,F,2-3 SM,Pós-graduação,1,100.0,79.7,87.1,83.4
ALU-12813,2023,Escola Epsilon,8º Ano,Tarde,20,M,1-2 SM,Superior Completo,0,77.1,89.1,77.3,83.2
ALU-12814,2023,Escola Epsilon,8º Ano,Tarde,19,F,Até 1 SM,Médio Completo,1,75.6,77.1,78.5,77.8
ALU-12815,2023,Escola Epsilon,8º Ano,Tarde,19,F,3-5 SM,Médio Completo,1,80.3,100.0,85.2,92.6
ALU-12816,2023,Escola Epsilon,8º Ano,Tarde,19,F,Até 1 SM,Médio Completo,1,83.4,80.2,74.5,77.3
ALU-12817,2023,Escola Epsilon,8º Ano,Tarde,18,F,5+ SM,Médio Completo,0,81.9,70.2,99.8,85.0
ALU-12818,2023,Escola Epsilon,9º Ano,Manhã,19,M,1-2 SM,,1,91.5,65.0,98.7,81.8
ALU-12819,2023,Escola Epsilon,9º Ano,Manhã,21,M,1-2 SM,Pós-graduação,1,75.6,100.0,97.2,98.6
ALU-12820,2023,Escola Epsilon,9º Ano,Manhã,21,M,2-3 SM,Fundamental Completo,0,98.6,79.6,65.0,72.3
ALU-12821,2023,Escola Epsilon,9º Ano,Manhã,21,F,3-5 SM,Fundamental Incompleto,0,80.5,100.0,100.0,100.0
ALU-12822,2023,Escola Epsilon,9º Ano,Manhã,19,M,2-3 SM,,1,100.0,82.4,81.0,81.7
ALU-12823,2023,Escola Epsilon,9º Ano,Manhã,19,F,2-3 SM,Fundamental Completo,1,55.0,65.0,79.3,72.1
ALU-12824,2023,Escola Epsilon,9º Ano,Manhã,21,M,1-2 SM,Pós-graduação,0,100.0,82.6,86.0,84.3
ALU-12825,2023,Escola Epsilon,9º Ano,Manhã,20,M,1-2 SM,Fundamental Incompleto,1,70.6,79.5,65.0,72.3
ALU-12826,2023,Escola Epsilon,9º Ano,Manhã,19,M,2-3 SM,Fundamental Incompleto,1,88.8,96.7,89.1,92.9
ALU-12827,2023,Escola Epsilon,9º Ano,Manhã,20,M,2-3 SM,Médio Completo,0,94.8,73.7,74.5,74.1
ALU-12828,2023,Escola Epsilon,9º Ano,Manhã,19,M,1-2 SM,Médio Completo,0,79.0,78.0,79.4,78.7
ALU-12829,2023,Escola Epsilon,9º Ano,Manhã,20,M,Até 1 SM,Fundamental Incompleto,1,97.6,78.5,76.7,77.6
ALU-12830,2023,Escola Epsilon,9º Ano,Manhã,21,M,3-5 SM,Superior Completo,1,95.2,80.4,95.0,87.7
ALU-12831,2023,Escola Epsilon,9º Ano,Manhã,20,M,5+ SM,Superior Completo,1,81.1,97.0,100.0,98.5
ALU-12832,2023,Escola Epsilon,9º Ano,Manhã,21,M,1-2 SM,Fundamental Incompleto,1,82.6,88.1,71.4,79.8
ALU-12833,2023,Escola Epsilon,9º Ano,Manhã,21,M,5+ SM,Fundamental Completo,1,73.7,82.3,99.1,90.7
ALU-12834,2023,Escola Epsilon,9º Ano,Manhã,20,M,1-2 SM,Fundamental Completo,1,90.1,77.6,92.8,85.2
